epoch,train_loss,train_acc,val_loss,val_acc,f1_score
1,4.732915455118815,0.010422222222222222,4.6947925025939945,0.0128,0.010089577526552741
2,4.729868427530924,0.01048888888888889,4.6965124092102055,0.0108,0.008775378454100915
3,4.730444221242269,0.010288888888888889,4.695974306488037,0.0118,0.009480985321102624
4,4.728807025655111,0.010377777777777777,4.6947451560974125,0.0122,0.009821621916954109
5,4.727730096435547,0.010688888888888888,4.696000756072998,0.0114,0.008916301862510934
6,4.731149331495497,0.010533333333333334,4.694750329589843,0.0122,0.00977265319972675
7,4.7295952260335286,0.01108888888888889,4.695647255706787,0.014,0.011204839761731776
8,4.72831578640408,0.010244444444444445,4.695370636749267,0.0114,0.009029426363677968
9,4.726215785302056,0.010644444444444444,4.693377661132812,0.0104,0.008894176795244752
10,4.727774385240343,0.010444444444444444,4.694494349670411,0.0128,0.010709092497929422
11,4.725373584323459,0.011222222222222222,4.69308692703247,0.0116,0.009157174334461615
12,4.727758600955539,0.0102,4.693718728637696,0.0112,0.009397571117667694
13,4.730429765489366,0.011044444444444445,4.69530958328247,0.0112,0.009004635059148159
14,4.7262974069383406,0.0112,4.693549127960205,0.012,0.010291632097219275
15,4.727095226711697,0.011022222222222221,4.696305564117432,0.011,0.009659888419085494
16,4.7315362132602266,0.0106,4.693956786346436,0.0102,0.008203971012153286
17,4.729421891615126,0.011266666666666666,4.693820628356933,0.0114,0.009996475535816706
